canton,year,profile,building_type,product,total_ex_vat_chf_kwh,grid_chf_kwh,energy_supply_chf_kwh,community_fees_chf_kwh,kev_chf_kwh,metering_var_chf_kwh,metering_fixed_chf_year,total_incl_vat_chf_kwh,grid_chf_kwh_incl_vat,energy_supply_chf_kwh_incl_vat,community_fees_chf_kwh_incl_vat,kev_chf_kwh_incl_vat,metering_var_chf_kwh_incl_vat
Neuchâtel,2019,H1,maison_individuelle,Cheapest product,0.25393,0.1358,0.08012999999999999,0.015,0.023,,,0.27449832999999996,0.1467998,0.08662052999999999,0.016215,0.024863,
Glarus,2026,H1,maison_individuelle,Cheapest product,0.4003,0.20332999999999998,0.12447,0.003,0.023,0.04650000000000001,74.4,0.43272429999999995,0.21979972999999997,0.13455207,0.003243,0.024863,0.050266500000000006
Obwalden,2026,H2,maison_individuelle,Cheapest product,0.27847,0.11548,0.09766999999999999,0.013999999999999999,0.023,0.028319999999999998,70.8,0.30102607,0.12483388,0.10558126999999999,0.015133999999999998,0.024863,0.030613919999999996
Ticino,2020,H1,maison_individuelle,Cheapest product,0.22644999999999998,0.10735,0.07400000000000001,0.022099999999999998,0.023,,,0.24479244999999997,0.11604534999999999,0.07999400000000001,0.023890099999999997,0.024863,
Zug,2024,H5,maison_individuelle,Cheapest product,0.33224,0.0977,0.21154,0.0,0.023,,,0.35915144,0.10561369999999999,0.22867474,0.0,0.024863,
Valais,2026,H6,maison_individuelle,Cheapest product,0.22687000000000002,0.061959999999999994,0.13144,0.0073,0.023,0.00317,79.2,0.24524647000000002,0.06697876,0.14208664,0.0078913,0.024863,0.00342677
Thurgau,2020,H1,maison_individuelle,Cheapest product,0.2384,0.15009,0.06831000000000001,0.0031,0.023,,,0.2577104,0.16224729,0.07384311,0.0033510999999999997,0.024863,
Glarus,2026,H6,maison_individuelle,Cheapest product,0.27006,0.11861000000000001,0.12247,0.003,0.023,0.00298,74.4,0.29193486,0.12821741,0.13239007,0.003243,0.024863,0.00322138
Thurgau,2018,H1,maison_individuelle,Cheapest product,0.23,0.1457,0.05534,0.0031,0.023,,,0.24863,0.1575017,0.05982254,0.0033510999999999997,0.024863,
Grisons,2021,C4,appartement,Cheapest product,0.180925,0.07644000000000001,0.076,0.0095,0.023,,,0.195579925,0.08263164,0.08215599999999999,0.010269499999999999,0.024863,
Schwyz,2019,H1,maison_individuelle,Cheapest product,0.24082,0.13955,0.07543,0.0124,0.023,,,0.26032642,0.15085355,0.08153983,0.013404399999999999,0.024863,
Appenzell Ausserrhoden,2021,H1,maison_individuelle,Cheapest product,0.228,0.1151,0.08990000000000001,0.0,0.023,,,0.246468,0.1244231,0.0971819,0.0,0.024863,
Aargau,2023,H1,maison_individuelle,Cheapest product,0.30034,0.14859999999999998,0.12011,0.00864,0.023,,,0.32466754,0.16063659999999996,0.12983891,0.00933984,0.024863,
Aargau,2025,H1,maison_individuelle,Cheapest product,0.3506,0.18198,0.159,0.0075,0.023,,,0.3789986,0.19672038,0.171879,0.0081075,0.024863,
Appenzell Innerrhoden,2019,C4,appartement,Cheapest product,0.13241,0.05218,0.057229999999999996,0.0,0.023,,,0.14313520999999998,0.05640658,0.06186562999999999,0.0,0.024863,
Schaffhausen,2023,H1,maison_individuelle,Cheapest product,0.29022,0.16922,0.098,0.0,0.023,,,0.31372782,0.18292682,0.105938,0.0,0.024863,
Basel Landschaft,2021,C4,appartement,Cheapest product,0.14917,0.05628999999999999,0.06654,0.00334,0.023,,,0.16125277,0.06084948999999999,0.07192974,0.0036105399999999998,0.024863,
Basel Landschaft,2021,H1,maison_individuelle,Cheapest product,0.24614,0.13359,0.08304,0.00651,0.023,,,0.26607734,0.14441078999999998,0.08976624,0.00703731,0.024863,
Vaud,2023,C4,appartement,Cheapest product,0.23527,0.06264,0.14063,0.009000000000000001,0.023,,,0.25432687,0.06771384,0.15202103,0.009729000000000002,0.024863,
Schwyz,2023,C4,appartement,Cheapest product,0.32515,0.08365500000000001,0.22557,0.0085,0.023,,,0.35148714999999997,0.09043105500000001,0.24384117,0.0091885,0.024863,
Zurich,2024,C4,appartement,Cheapest product,0.24583,0.12282,0.07452,0.0255,0.023,,,0.26574222999999997,0.13276842,0.08055612,0.027565499999999996,0.024863,
Zurich,2026,H1,maison_individuelle,Cheapest product,0.28416,0.11035,0.07905999999999999,0.02,0.023,0.05175,82.8,0.30717696,0.11928835,0.08546385999999999,0.02162,0.024863,0.05594175
Lucerne,2025,C4,appartement,Cheapest product,0.19491,0.08538,0.078,0.008539999999999999,0.023,,,0.21069770999999998,0.09229578,0.08431799999999999,0.009231739999999999,0.024863,
Aargau,2018,C4,appartement,Cheapest product,0.15313000000000002,0.07179,0.05422,0.0041199999999999995,0.023,,,0.16553353,0.07760499,0.058611819999999995,0.0044537199999999996,0.024863,
Obwalden,2019,H2,maison_individuelle,Cheapest product,0.23077000000000003,0.11959,0.07418,0.013999999999999999,0.023,,,0.24946237000000002,0.12927679,0.08018858,0.015133999999999998,0.024863,
Valais,2024,H6,maison_individuelle,Cheapest product,0.22619,0.08710000000000001,0.10462999999999999,0.00653,0.023,,,0.24451139,0.0941551,0.11310502999999998,0.00705893,0.024863,
Appenzell Ausserrhoden,2022,H5,maison_individuelle,Cheapest product,0.17626,0.07979,0.07347000000000001,0.0,0.023,,,0.19053705999999998,0.08625299,0.07942107000000001,0.0,0.024863,
Obwalden,2019,H1,maison_individuelle,Cheapest product,0.26032,0.1434,0.07992,0.013999999999999999,0.023,,,0.28140592,0.1550154,0.08639352,0.015133999999999998,0.024863,
Obwalden,2020,H6,maison_individuelle,Cheapest product,0.16873000000000002,0.07553,0.0562,0.013999999999999999,0.023,,,0.18239713000000002,0.08164793,0.0607522,0.015133999999999998,0.024863,
Basel Landschaft,2022,H6,maison_individuelle,Cheapest product,0.17466,0.07167,0.07599,0.004,0.023,,,0.18880746,0.07747527,0.08214518999999999,0.004324,0.024863,
Jura,2018,C4,appartement,Cheapest product,0.19121,0.08919,0.07841999999999999,0.0006,0.023,,,0.20669801,0.09641439,0.08477201999999999,0.0006485999999999999,0.024863,
St Gallen,2020,H5,maison_individuelle,Cheapest product,0.17408,0.06872,0.06857,0.006,0.023,,,0.18818048,0.07428632,0.07412417,0.006486,0.024863,
Grisons,2026,H2,maison_individuelle,Cheapest product,0.31506,0.1409,0.111,0.02,0.023,0.02016,50.4,0.34057986,0.1523129,0.119991,0.02162,0.024863,0.02179296
Appenzell Ausserrhoden,2019,H1,maison_individuelle,Cheapest product,0.2116,0.1099,0.0787,0.0,0.023,,,0.22873960000000002,0.11880189999999999,0.0850747,0.0,0.024863,
Neuchâtel,2021,H1,maison_individuelle,Cheapest product,0.257,0.1358,0.0832,0.015,0.023,,,0.277817,0.1467998,0.0899392,0.016215,0.024863,
Grisons,2020,C4,appartement,Cheapest product,0.18167000000000003,0.07832499999999999,0.07428,0.0095,0.023,,,0.19638527000000003,0.08466932499999999,0.08029668,0.010269499999999999,0.024863,
Grisons,2025,H2,maison_individuelle,Cheapest product,0.2995,0.13699999999999998,0.1195,0.02,0.023,,,0.3237595,0.14809699999999998,0.1291795,0.02162,0.024863,
Grisons,2019,C4,appartement,Cheapest product,0.183615,0.07978,0.07528,0.0095,0.023,,,0.19848781499999998,0.08624218,0.08137768,0.010269499999999999,0.024863,
Jura,2026,C4,appartement,Cheapest product,0.23324,0.09759999999999999,0.09537000000000001,0.017,0.023,0.00027,136.0,0.25213244,0.10550559999999999,0.10309497000000001,0.018377,0.024863,0.00029187
Geneva,2019,H2,maison_individuelle,Cheapest product,0.21695,0.11016999999999999,0.08378000000000001,0.0,0.023,,,0.23452295,0.11909376999999999,0.09056618000000001,0.0,0.024863,
Basel Landschaft,2019,H1,maison_individuelle,Cheapest product,0.24911000000000003,0.13359,0.08352,0.009000000000000001,0.023,,,0.26928791,0.14441078999999998,0.09028512,0.009729000000000002,0.024863,
Zug,2021,H1,maison_individuelle,Cheapest product,0.23306000000000002,0.13116,0.0789,0.0,0.023,,,0.25193786,0.14178396,0.08529089999999999,0.0,0.024863,
Basel Landschaft,2025,H1,maison_individuelle,Cheapest product,0.39083,0.21146,0.15298,0.0034000000000000002,0.023,,,0.42248723,0.22858826000000002,0.16537138,0.0036754,0.024863,
Bern,2026,C4,appartement,Cheapest product,0.21684,0.09759999999999999,0.09537000000000001,0.0006,0.023,0.00027,136.0,0.23440404,0.10550559999999999,0.10309497000000001,0.0006485999999999999,0.024863,0.00029187
Basel Landschaft,2023,H1,maison_individuelle,Cheapest product,0.32811,0.17137,0.13034,0.0034000000000000002,0.023,,,0.35468691,0.18525097,0.14089754000000002,0.0036754,0.024863,
Zug,2026,H1,maison_individuelle,Cheapest product,0.27056,0.08911,0.1036,0.0106,0.023,0.04425,70.8,0.29247536,0.09632790999999999,0.1119916,0.0114586,0.024863,0.047834249999999995
Valais,2025,H6,maison_individuelle,Cheapest product,0.2565,0.07266,0.15244,0.0084,0.023,,,0.2772765,0.07854546,0.16478763999999999,0.009080399999999999,0.024863,
Thurgau,2026,H1,maison_individuelle,Cheapest product,0.36674,0.16465,0.12933999999999998,0.0025,0.023,0.03938,63.0,0.39644594,0.17798665,0.13981654,0.0027025,0.024863,0.042569779999999995
Vaud,2024,H1,maison_individuelle,Cheapest product,0.38486,0.17234000000000002,0.17632,0.0132,0.023,,,0.41603365999999997,0.18629954,0.19060192,0.0142692,0.024863,
Geneva,2020,C4,appartement,Cheapest product,0.16105,0.06383,0.07422,0.0,0.023,,,0.17409505,0.06900023,0.08023182,0.0,0.024863,
Uri,2019,H1,maison_individuelle,Cheapest product,0.2661,0.15990000000000001,0.0732,0.01,0.023,,,0.28765409999999997,0.1728519,0.0791292,0.01081,0.024863,
Vaud,2023,H1,maison_individuelle,Cheapest product,0.31016,0.14984,0.12832000000000002,0.009000000000000001,0.023,,,0.33528295999999996,0.16197704,0.13871392000000002,0.009729000000000002,0.024863,
Vaud,2020,H1,maison_individuelle,Cheapest product,0.24895,0.13095,0.086,0.009000000000000001,0.023,,,0.26911495,0.14155695000000001,0.092966,0.009729000000000002,0.024863,
Appenzell Innerrhoden,2021,H1,maison_individuelle,Cheapest product,0.228,0.1151,0.08990000000000001,0.0,0.023,,,0.246468,0.1244231,0.0971819,0.0,0.024863,
Lucerne,2026,C4,appartement,Cheapest product,0.22460000000000002,0.0801,0.113,0.00805,0.023,0.00045,223.0,0.24279260000000003,0.0865881,0.122153,0.00870205,0.024863,0.00048645
Glarus,2019,H5,maison_individuelle,Cheapest product,0.20774,0.11385999999999999,0.06787,0.003,0.023,,,0.22456694,0.12308265999999998,0.07336746999999999,0.003243,0.024863,
Valais,2018,C4,appartement,Cheapest product,0.1305,0.052000000000000005,0.05038,0.0060999999999999995,0.023,,,0.1410705,0.056212000000000005,0.05446078,0.0065940999999999994,0.024863,
Valais,2025,C4,appartement,Cheapest product,0.25074,0.07374,0.1454,0.0086,0.023,,,0.27104994,0.07971294,0.1571774,0.0092966,0.024863,
Grisons,2022,C4,appartement,Cheapest product,0.19115,0.08414999999999999,0.075,0.0095,0.023,,,0.20663315,0.09096614999999998,0.081075,0.010269499999999999,0.024863,
Obwalden,2018,C4,appartement,Cheapest product,0.16967,0.07123,0.06144,0.013999999999999999,0.023,,,0.18341327,0.07699963,0.06641664,0.015133999999999998,0.024863,
Valais,2020,C4,appartement,Cheapest product,0.1552,0.05496,0.07064,0.0066,0.023,,,0.1677712,0.05941176,0.07636183999999999,0.0071346,0.024863,
Vaud,2026,H2,maison_individuelle,Cheapest product,0.34987999999999997,0.1266,0.1267,0.03624,0.023,0.03734,93.36,0.37822027999999996,0.1368546,0.1369627,0.03917544,0.024863,0.04036454
Jura,2024,H6,maison_individuelle,Cheapest product,0.20568,0.08029,0.09586,0.006540000000000001,0.023,,,0.22234008,0.08679349,0.10362466,0.007069740000000001,0.024863,
Valais,2023,H6,maison_individuelle,Cheapest product,0.2812,0.07035999999999999,0.17944,0.0084,0.023,,,0.3039772,0.07605915999999999,0.19397463999999998,0.009080399999999999,0.024863,
Grisons,2023,H2,maison_individuelle,Cheapest product,0.2676,0.1186,0.106,0.017,0.023,,,0.2892756,0.1282066,0.114586,0.018377,0.024863,
Grisons,2024,C4,appartement,Cheapest product,0.30494,0.12282,0.136,0.02,0.023,,,0.32964013999999997,0.13276842,0.147016,0.02162,0.024863,
Appenzell Innerrhoden,2022,H1,maison_individuelle,Cheapest product,0.23190000000000002,0.1191,0.0898,0.0,0.023,,,0.2506839,0.1287471,0.0970738,0.0,0.024863,
Obwalden,2019,C4,appartement,Cheapest product,0.1714,0.0705,0.0639,0.013999999999999999,0.023,,,0.1852834,0.07621049999999999,0.0690759,0.015133999999999998,0.024863,
Jura,2025,H1,maison_individuelle,Cheapest product,0.33962000000000003,0.18005,0.11958,0.017,0.023,,,0.36712922000000003,0.19463404999999998,0.12926598,0.018377,0.024863,
Schwyz,2018,C4,appartement,Cheapest product,0.17477,0.08091,0.05357,0.0085,0.023,,,0.18892637,0.08746370999999999,0.057909169999999996,0.0091885,0.024863,
Fribourg,2018,H5,maison_individuelle,Cheapest product,0.17464,0.0711,0.08054,0.0,0.023,,,0.18878583999999998,0.0768591,0.08706374,0.0,0.024863,
Bern,2018,H1,maison_individuelle,Cheapest product,0.3037,0.17602,0.10099999999999999,0.015,0.023,,,0.3282997,0.19027762,0.10918099999999999,0.016215,0.024863,
St Gallen,2022,H1,maison_individuelle,Cheapest product,0.23833,0.1191,0.08938,0.0079,0.023,,,0.25763473,0.1287471,0.09661978,0.008539900000000001,0.024863,
St Gallen,2022,H5,maison_individuelle,Cheapest product,0.18626,0.07979,0.074165,0.006,0.023,,,0.20134706,0.08625299,0.080172365,0.006486,0.024863,
Jura,2024,H1,maison_individuelle,Cheapest product,0.35432,0.19175,0.12457000000000001,0.015,0.023,,,0.38301992,0.20728175,0.13466017000000002,0.016215,0.024863,
Vaud,2018,H1,maison_individuelle,Cheapest product,0.24364999999999998,0.12564999999999998,0.086,0.009000000000000001,0.023,,,0.26338564999999997,0.13582764999999997,0.092966,0.009729000000000002,0.024863,
Glarus,2025,C4,appartement,Cheapest product,0.26697,0.11997,0.114,0.01,0.023,,,0.28859457,0.12968756999999997,0.123234,0.01081,0.024863,
Jura,2019,C4,appartement,Cheapest product,0.19107,0.08904999999999999,0.07841999999999999,0.0006,0.023,,,0.20654667,0.09626304999999999,0.08477201999999999,0.0006485999999999999,0.024863,
Ticino,2024,H6,maison_individuelle,Cheapest product,0.26659,0.09497,0.12732,0.0213,0.023,,,0.28818379,0.10266257,0.13763292,0.0230253,0.024863,
Valais,2021,H6,maison_individuelle,Cheapest product,0.14880000000000002,0.05836,0.060439999999999994,0.006999999999999999,0.023,,,0.16085280000000002,0.06308716,0.06533563999999999,0.007566999999999999,0.024863,
Jura,2019,H5,maison_individuelle,Cheapest product,0.23384,0.11080999999999999,0.08503,0.015,0.023,,,0.25278103999999996,0.11978560999999999,0.09191743,0.016215,0.024863,
Appenzell Ausserrhoden,2018,H4,maison_individuelle,Cheapest product,0.16823,0.08703,0.0582,0.0,0.023,,,0.18185663,0.09407942999999999,0.0629142,0.0,0.024863,
Obwalden,2023,H2,maison_individuelle,Cheapest product,0.31654,0.12677,0.15277,0.013999999999999999,0.023,,,0.34217973999999995,0.13703837,0.16514436999999998,0.015133999999999998,0.024863,
Zurich,2019,H1,maison_individuelle,Cheapest product,0.23024,0.13125,0.06367,0.0034999999999999996,0.023,,,0.24888944,0.14188125000000001,0.06882727,0.0037834999999999995,0.024863,
Fribourg,2023,H5,maison_individuelle,Cheapest product,0.21329,0.07493,0.11535999999999999,0.0,0.023,,,0.23056649,0.08099933,0.12470415999999998,0.0,0.024863,
Obwalden,2024,C4,appartement,Cheapest product,0.26131,0.09662000000000001,0.12769,0.013999999999999999,0.023,,,0.28247611,0.10444622,0.13803289,0.015133999999999998,0.024863,
Appenzell Ausserrhoden,2022,C4,appartement,Cheapest product,0.15532,0.06269999999999999,0.06963,0.0,0.023,,,0.16790092,0.06777869999999998,0.07527002999999999,0.0,0.024863,
Jura,2021,C4,appartement,Cheapest product,0.19027000000000002,0.08825,0.07841999999999999,0.0006,0.023,,,0.20568187000000002,0.09539824999999999,0.08477201999999999,0.0006485999999999999,0.024863,
Appenzell Ausserrhoden,2019,H6,maison_individuelle,Cheapest product,0.13411,0.05271,0.0584,0.0,0.023,,,0.14497291,0.05697951,0.0631304,0.0,0.024863,
Grisons,2021,H2,maison_individuelle,Cheapest product,0.21539999999999998,0.1039,0.078,0.02,0.023,,,0.23284739999999998,0.1123159,0.08431799999999999,0.02162,0.024863,
Vaud,2026,H1,maison_individuelle,Cheapest product,0.37628999999999996,0.132,0.1267,0.03624,0.023,0.05835,93.36,0.40676948999999996,0.142692,0.1369627,0.03917544,0.024863,0.06307635
Vaud,2022,H1,maison_individuelle,Cheapest product,0.27392,0.14483000000000001,0.0894,0.025699999999999997,0.023,,,0.29610752,0.15656123000000002,0.09664139999999999,0.027781699999999996,0.024863,
Bern,2024,C4,appartement,Cheapest product,0.23962,0.11065,0.10537,0.0006,0.023,,,0.25902922,0.11961264999999999,0.11390497000000001,0.0006485999999999999,0.024863,
Jura,2021,H6,maison_individuelle,Cheapest product,0.16582999999999998,0.05848,0.07780999999999999,0.006540000000000001,0.023,,,0.17926222999999997,0.06321687999999999,0.08411260999999999,0.007069740000000001,0.024863,
St Gallen,2023,H5,maison_individuelle,Cheapest product,0.24691,0.0801,0.13467,0.01,0.023,,,0.26690970999999997,0.0865881,0.14557827,0.01081,0.024863,
Grisons,2020,H2,maison_individuelle,Cheapest product,0.2214,0.09789999999999999,0.08,0.02,0.023,,,0.2393334,0.10582989999999998,0.08648,0.02162,0.024863,
Basel Landschaft,2020,C4,appartement,Cheapest product,0.14397000000000001,0.051289999999999995,0.06654,0.00314,0.023,,,0.15563157,0.05544448999999999,0.07192974,0.00339434,0.024863,
Glarus,2018,H5,maison_individuelle,Cheapest product,0.17779,0.092,0.0518,0.003,0.023,,,0.19219099,0.099452,0.0559958,0.003243,0.024863,
Obwalden,2025,H5,maison_individuelle,Cheapest product,0.24887,0.12145,0.09042,0.013999999999999999,0.023,,,0.26902847,0.13128745,0.09774402,0.015133999999999998,0.024863,
Grisons,2022,H2,maison_individuelle,Cheapest product,0.2267,0.1072,0.0765,0.02,0.023,,,0.2450627,0.1158832,0.08269649999999999,0.02162,0.024863,
Schaffhausen,2018,H1,maison_individuelle,Cheapest product,0.24925,0.16295,0.0633,0.0,0.023,,,0.26943924999999996,0.17614895,0.0684273,0.0,0.024863,
Fribourg,2020,H5,maison_individuelle,Cheapest product,0.17347,0.06993,0.08054,0.0,0.023,,,0.18752107,0.07559433,0.08706374,0.0,0.024863,
Basel Landschaft,2024,H1,maison_individuelle,Cheapest product,0.39057000000000003,0.2112,0.15298,0.0034000000000000002,0.023,,,0.42220617,0.2283072,0.16537138,0.0036754,0.024863,
Schwyz,2022,C4,appartement,Cheapest product,0.15603999999999998,0.07311,0.06107,0.0085,0.023,,,0.16867923999999998,0.07903191,0.06601667,0.0091885,0.024863,
Jura,2020,C4,appartement,Cheapest product,0.19027000000000002,0.08825,0.07841999999999999,0.0006,0.023,,,0.20568187000000002,0.09539824999999999,0.08477201999999999,0.0006485999999999999,0.024863,
Schaffhausen,2019,C4,appartement,Cheapest product,0.15956,0.07898,0.05758,0.0,0.023,,,0.17248436,0.08537737999999999,0.06224398,0.0,0.024863,
Fribourg,2018,C4,appartement,Cheapest product,0.18834,0.05941,0.10593,0.0,0.023,,,0.20359554,0.06422221,0.11451033,0.0,0.024863,
Neuchâtel,2022,H1,maison_individuelle,Cheapest product,0.266555,0.1459,0.08650000000000001,0.016,0.023,,,0.28814595499999995,0.1577179,0.0935065,0.017296,0.024863,
Neuchâtel,2026,H1,maison_individuelle,Cheapest product,0.37549999999999994,0.17693,0.11458,0.016,0.023,0.045,72.0,0.40591549999999993,0.19126133,0.12386098,0.017296,0.024863,0.048644999999999994
Valais,2021,C4,appartement,Cheapest product,0.15182,0.05864,0.06314,0.007039999999999999,0.023,,,0.16411742,0.06338983999999999,0.06825434,0.007610239999999999,0.024863,
Solothurn,2026,H1,maison_individuelle,Cheapest product,0.34915,0.1512,0.125125,0.011000000000000001,0.023,0.04875,78.0,0.37743115,0.1634472,0.13526012499999998,0.011891,0.024863,0.05269875
Vaud,2024,H2,maison_individuelle,Cheapest product,0.35511000000000004,0.14382999999999999,0.17507999999999999,0.0132,0.023,,,0.38387391000000004,0.15548022999999997,0.18926147999999998,0.0142692,0.024863,
Basel Landschaft,2026,H1,maison_individuelle,Cheapest product,0.37378,0.16526,0.13974,0.0034000000000000002,0.023,0.04238,67.8,0.40405618,0.17864606,0.15105894,0.0036754,0.024863,0.04581278
Vaud,2022,H2,maison_individuelle,Cheapest product,0.25638,0.11632999999999999,0.0885,0.025699999999999997,0.023,,,0.27714678,0.12575272999999998,0.09566849999999999,0.027781699999999996,0.024863,
Jura,2025,H5,maison_individuelle,Cheapest product,0.26039999999999996,0.124,0.10039999999999999,0.013000000000000001,0.023,,,0.2814924,0.134044,0.10853239999999999,0.014053000000000001,0.024863,
Obwalden,2024,H1,maison_individuelle,Cheapest product,0.34602,0.17028,0.13874,0.013999999999999999,0.023,,,0.37404761999999997,0.18407268,0.14997794,0.015133999999999998,0.024863,
Glarus,2025,H5,maison_individuelle,Cheapest product,0.30376000000000003,0.14876,0.122,0.01,0.023,,,0.32836456,0.16080956,0.131882,0.01081,0.024863,
Obwalden,2020,H1,maison_individuelle,Cheapest product,0.2601,0.1426,0.0805,0.013999999999999999,0.023,,,0.2811681,0.1541506,0.0870205,0.015133999999999998,0.024863,
Appenzell Innerrhoden,2021,H2,maison_individuelle,Cheapest product,0.21517,0.11527,0.07690000000000001,0.0,0.023,,,0.23259876999999998,0.12460687,0.0831289,0.0,0.024863,
Lucerne,2019,H1,maison_individuelle,Cheapest product,0.19835999999999998,0.08502000000000001,0.08183,0.0085,0.023,,,0.21442715999999998,0.09190662000000001,0.08845823,0.0091885,0.024863,
Obwalden,2025,H2,maison_individuelle,Cheapest product,0.28697,0.14984999999999998,0.10012,0.013999999999999999,0.023,,,0.31021456999999997,0.16198785,0.10822972,0.015133999999999998,0.024863,
Geneva,2020,H2,maison_individuelle,Cheapest product,0.21978,0.113,0.08378000000000001,0.0,0.023,,,0.23758218,0.122153,0.09056618000000001,0.0,0.024863,
Glarus,2023,H5,maison_individuelle,Cheapest product,0.30094,0.1255,0.14943,0.003,0.023,,,0.32531614,0.1356655,0.16153383,0.003243,0.024863,
Grisons,2018,H5,maison_individuelle,Cheapest product,0.18978,0.08571999999999999,0.06373999999999999,0.0095,0.023,,,0.20515218,0.09266332,0.06890293999999998,0.010269499999999999,0.024863,
Jura,2025,C4,appartement,Cheapest product,0.22492,0.09895,0.10037000000000001,0.0026,0.023,,,0.24313852,0.10696494999999999,0.10849997000000002,0.0028106,0.024863,
Aargau,2019,H1,maison_individuelle,Cheapest product,0.25413,0.1419,0.08086,0.008369999999999999,0.023,,,0.27471453,0.1533939,0.08740966,0.009047969999999999,0.024863,
Neuchâtel,2019,C4,appartement,Cheapest product,0.18146,0.07103,0.07243000000000001,0.015,0.023,,,0.19615826,0.07678343,0.07829683000000001,0.016215,0.024863,
Lucerne,2018,C4,appartement,Cheapest product,0.15636,0.07272,0.05518,0.00545,0.023,,,0.16902515999999998,0.07861032000000001,0.05964958,0.0058914499999999995,0.024863,
Grisons,2018,H2,maison_individuelle,Cheapest product,0.22219999999999998,0.11831,0.06812,0.0095,0.023,,,0.24019819999999997,0.12789311,0.07363772,0.010269499999999999,0.024863,
Fribourg,2019,H5,maison_individuelle,Cheapest product,0.16979,0.06625,0.08054,0.0,0.023,,,0.18354299,0.07161625,0.08706374,0.0,0.024863,
Vaud,2018,H2,maison_individuelle,Cheapest product,0.22815000000000002,0.11037000000000001,0.08378000000000001,0.009000000000000001,0.023,,,0.24663015000000002,0.11930997,0.09056618000000001,0.009729000000000002,0.024863,
Geneva,2018,H2,maison_individuelle,Cheapest product,0.21715,0.11037000000000001,0.08378000000000001,0.0,0.023,,,0.23473915,0.11930997,0.09056618000000001,0.0,0.024863,
Schaffhausen,2020,H1,maison_individuelle,Cheapest product,0.25275,0.15935,0.0704,0.0,0.023,,,0.27322274999999996,0.17225734999999998,0.0761024,0.0,0.024863,
