canton,building_type,scenario,year,price_ttc_chf_kwh
Glarus,appartement,optimistic,2049,0.46539223487813114
Glarus,appartement,optimistic,2050,0.4770477166332517
Glarus,appartement,optimistic,2051,0.48899510324789247
Grisons,appartement,optimistic,2026,0.24937043282102023
Grisons,appartement,optimistic,2027,0.2556157723694401
Grisons,appartement,optimistic,2028,0.2620175228669601
Grisons,appartement,optimistic,2029,0.2685796015361443
Grisons,appartement,optimistic,2030,0.27530602370415014
Grisons,appartement,optimistic,2031,0.2822009052597025
Grisons,appartement,optimistic,2032,0.2892684651715997
Grisons,appartement,optimistic,2033,0.2965130280702956
Grisons,appartement,optimistic,2034,0.3039390268941347
Grisons,appartement,optimistic,2035,0.3115510056018614
Grisons,appartement,optimistic,2036,0.31935362195306205
Grisons,appartement,optimistic,2037,0.3273516503582422
Grisons,appartement,optimistic,2038,0.33554998480028164
Grisons,appartement,optimistic,2039,0.343953641829056
Grisons,appartement,optimistic,2040,0.3525677636310573
Grisons,appartement,optimistic,2041,0.3613976211758904
Grisons,appartement,optimistic,2042,0.37044861744157276
Grisons,appartement,optimistic,2043,0.37972629072060915
Grisons,appartement,optimistic,2044,0.38923631800886554
Grisons,appartement,optimistic,2045,0.39898451847931515
Grisons,appartement,optimistic,2046,0.4089768570427829
Grisons,appartement,optimistic,2047,0.41921944799786603
Grisons,appartement,optimistic,2048,0.42971855877226545
Grisons,appartement,optimistic,2049,0.4404806137578162
Grisons,appartement,optimistic,2050,0.45151219824156447
Grisons,appartement,optimistic,2051,0.4628200624352955
Jura,appartement,optimistic,2026,0.24158058487103015
Jura,appartement,optimistic,2027,0.24763083214275988
Jura,appartement,optimistic,2028,0.25383260438934896
Jura,appartement,optimistic,2029,0.260189696466937
Jura,appartement,optimistic,2030,0.26670599827166064
Jura,appartement,optimistic,2031,0.2733854971198753
Jura,appartement,optimistic,2032,0.2802322801879892
Jura,appartement,optimistic,2033,0.2872505370134006
Jura,appartement,optimistic,2034,0.2944445620580706
Jura,appartement,optimistic,2035,0.3018187573362986
Jura,appartement,optimistic,2036,0.3093776351083086
Jura,appartement,optimistic,2037,0.3171258206412956
Jura,appartement,optimistic,2038,0.32506805503962016
Jura,appartement,optimistic,2039,0.3332091981458839
Jura,appartement,optimistic,2040,0.34155423151466086
Jura,appartement,optimistic,2041,0.3501082614607037
Jura,appartement,optimistic,2042,0.35887652218349114
Jura,appartement,optimistic,2043,0.36786437897002755
Jura,appartement,optimistic,2044,0.377077331477855
Jura,appartement,optimistic,2045,0.386521017100286
Jura,appartement,optimistic,2046,0.39620121441591744
Jura,appartement,optimistic,2047,0.4061238467245346
Jura,appartement,optimistic,2048,0.4162949856715708
Jura,appartement,optimistic,2049,0.42672085496333867
Jura,appartement,optimistic,2050,0.4374078341753082
Jura,appartement,optimistic,2051,0.44836246265575996
Lucerne,appartement,optimistic,2026,0.24847866
Lucerne,appartement,optimistic,2027,0.2547016656092903
Lucerne,appartement,optimistic,2028,0.2610805228269774
Lucerne,appartement,optimistic,2029,0.2676191348672578
Lucerne,appartement,optimistic,2030,0.27432150269809036
Lucerne,appartement,optimistic,2031,0.281191727489383
Lucerne,appartement,optimistic,2032,0.2882340131224932
Lucerne,appartement,optimistic,2033,0.2954526687625773
Lucerne,appartement,optimistic,2034,0.302852111495363
Lucerne,appartement,optimistic,2035,0.310436869029958
Lucerne,appartement,optimistic,2036,0.3182115824693494
Lucerne,appartement,optimistic,2037,0.32618100915028825
Lucerne,appartement,optimistic,2038,0.33435002555429744
Lucerne,appartement,optimistic,2039,0.3427236302915846
Lucerne,appartement,optimistic,2040,0.35130694715968463
Lucerne,appartement,optimistic,2041,0.3601052282787046
Lucerne,appartement,optimistic,2042,0.3691238573050893
Lucerne,appartement,optimistic,2043,0.37836835272587294
Lucerne,appartement,optimistic,2044,0.3878443712354345
Lucerne,appartement,optimistic,2045,0.39755771119682115
Lucerne,appartement,optimistic,2046,0.4075143161897588
Lucerne,appartement,optimistic,2047,0.41772027864752076
Lucerne,appartement,optimistic,2048,0.4281818435848794
Lucerne,appartement,optimistic,2049,0.43890541241942227
Lucerne,appartement,optimistic,2050,0.44989754688857136
Lucerne,appartement,optimistic,2051,0.4611649730647007
Neuchâtel,appartement,optimistic,2026,0.2885246677433832
Neuchâtel,appartement,optimistic,2027,0.2957506026618414
Neuchâtel,appartement,optimistic,2028,0.30315750697835553
Neuchâtel,appartement,optimistic,2029,0.31074991296776644
Neuchâtel,appartement,optimistic,2030,0.31853246641314037
Neuchâtel,appartement,optimistic,2031,0.3265099294485176
Neuchâtel,appartement,optimistic,2032,0.33468718347285564
Neuchâtel,appartement,optimistic,2033,0.34306923213695084
Neuchâtel,appartement,optimistic,2034,0.35166120440516563
Neuchâtel,appartement,optimistic,2035,0.360468357693835
Neuchâtel,appartement,optimistic,2036,0.3694960810882722
Neuchâtel,appartement,optimistic,2037,0.3787498986403434
Neuchâtel,appartement,optimistic,2038,0.388235472748627
Neuchâtel,appartement,optimistic,2039,0.3979586076232283
Neuchâtel,appartement,optimistic,2040,0.4079252528373676
Neuchâtel,appartement,optimistic,2041,0.41814150696791597
Neuchâtel,appartement,optimistic,2042,0.4286136213271067
Neuchâtel,appartement,optimistic,2043,0.43934800378770444
Neuchâtel,appartement,optimistic,2044,0.4503512227039744
Neuchâtel,appartement,optimistic,2045,0.46163001093084904
Neuchâtel,appartement,optimistic,2046,0.4731912699437536
Neuchâtel,appartement,optimistic,2047,0.4850420740616091
Neuchâtel,appartement,optimistic,2048,0.49718967477559883
Neuchâtel,appartement,optimistic,2049,0.5096415051863464
Neuchâtel,appartement,optimistic,2050,0.5224051845522196
Neuchâtel,appartement,optimistic,2051,0.5354885229515446
Nidwalden,appartement,optimistic,2026,0.18765377629518806
Nidwalden,appartement,optimistic,2027,0.19235345755751243
Nidwalden,appartement,optimistic,2028,0.19717083964314827
Nidwalden,appartement,optimistic,2029,0.2021088703017481
Nidwalden,appartement,optimistic,2030,0.20717057110766485
Nidwalden,appartement,optimistic,2031,0.21235903930884917
Nidwalden,appartement,optimistic,2032,0.21767744972205116
Nidwalden,appartement,optimistic,2033,0.2231290566754867
Nidwalden,appartement,optimistic,2034,0.22871719600015633
Nidwalden,appartement,optimistic,2035,0.23444528707103596
Nidwalden,appartement,optimistic,2036,0.24031683489938768
Nidwalden,appartement,optimistic,2037,0.24633543227747157
Nidwalden,appartement,optimistic,2038,0.2525047619769704
Nidwalden,appartement,optimistic,2039,0.25882859900247274
Nidwalden,appartement,optimistic,2040,0.2653108129013933
Nidwalden,appartement,optimistic,2041,0.2719553701317436
Nidwalden,appartement,optimistic,2042,0.2787663364892025
Nidwalden,appartement,optimistic,2043,0.28574787959497117
Nidwalden,appartement,optimistic,2044,0.29290427144593467
Nidwalden,appartement,optimistic,2045,0.3002398910286914
Nidwalden,appartement,optimistic,2046,0.30775922699904906
Nidwalden,appartement,optimistic,2047,0.3154668804286271
Nidwalden,appartement,optimistic,2048,0.3233675676202462
Nidwalden,appartement,optimistic,2049,0.3314661229938279
Nidwalden,appartement,optimistic,2050,0.33976750204456935
Nidwalden,appartement,optimistic,2051,0.34827678437520465
Obwalden,appartement,optimistic,2026,0.24919212
Obwalden,appartement,optimistic,2027,0.255432993806028
Obwalden,appartement,optimistic,2028,0.2618301667191979
Obwalden,appartement,optimistic,2029,0.2683875531610557
Obwalden,appartement,optimistic,2030,0.2751091655875915
Obwalden,appartement,optimistic,2031,0.2819991169444556
Obwalden,appartement,optimistic,2032,0.2890616231836646
Obwalden,appartement,optimistic,2033,0.2963010058433365
Obwalden,appartement,optimistic,2034,0.30372169469203464
Obwalden,appartement,optimistic,2035,0.31132823043933666
Obwalden,appartement,optimistic,2036,0.3191252675142888
Obwalden,appartement,optimistic,2037,0.3271175769134449
Obwalden,appartement,optimistic,2038,0.33531004912023255
Obwalden,appartement,optimistic,2039,0.3437076970974336
Obwalden,appartement,optimistic,2040,0.35231565935460935
Obwalden,appartement,optimistic,2041,0.3611392030923475
Obwalden,appartement,optimistic,2042,0.3701837274252553
Obwalden,appartement,optimistic,2043,0.3794547666856706
Obwalden,appartement,optimistic,2044,0.38895799381011215
Obwalden,appartement,optimistic,2045,0.3986992238105421
Obwalden,appartement,optimistic,2046,0.40868441733256416
Obwalden,appartement,optimistic,2047,0.4189196843027342
Obwalden,appartement,optimistic,2048,0.42941128766721653
Obwalden,appartement,optimistic,2049,0.44016564722407214
Obwalden,appartement,optimistic,2050,0.4511893435515247
Obwalden,appartement,optimistic,2051,0.4624891220346072
Schaffhausen,appartement,optimistic,2026,0.2481951795318065
Schaffhausen,appartement,optimistic,2027,0.2544110855352647
Schaffhausen,appartement,optimistic,2028,0.2607826653415612
Schaffhausen,appartement,optimistic,2029,0.2673138177118542
Schaffhausen,appartement,optimistic,2030,0.2740085390495404
Schaffhausen,appartement,optimistic,2031,0.280870925845649
Schaffhausen,appartement,optimistic,2032,0.28790517718547853
Schaffhausen,appartement,optimistic,2033,0.2951155973180121
Schaffhausen,appartement,optimistic,2034,0.3025065982896813
Schaffhausen,appartement,optimistic,2035,0.3100827026440916
Schaffhausen,appartement,optimistic,2036,0.3178485461893606
Schaffhausen,appartement,optimistic,2037,0.32580888083476306
Schaffhausen,appartement,optimistic,2038,0.3339685774984176
Schaffhausen,appartement,optimistic,2039,0.342332629087795
Schaffhausen,appartement,optimistic,2040,0.3509061535548718
Schaffhausen,appartement,optimistic,2041,0.3596943970277981
Schaffhausen,appartement,optimistic,2042,0.3687027370209963
Schaffhausen,appartement,optimistic,2043,0.3779366857256552
Schaffhausen,appartement,optimistic,2044,0.3874018933826321
Schaffhausen,appartement,optimistic,2045,0.39710415173982794
Schaffhausen,appartement,optimistic,2046,0.40704939759614994
Schaffhausen,appartement,optimistic,2047,0.4172437164342308
Schaffhausen,appartement,optimistic,2048,0.42769334614412774
Schaffhausen,appartement,optimistic,2049,0.4384046808402786
Schaffhausen,appartement,optimistic,2050,0.44938427477405224
Schaffhausen,appartement,optimistic,2051,0.4606388463442861
Schwyz,appartement,optimistic,2026,0.27390170602928177
Schwyz,appartement,optimistic,2027,0.2807614172536357
Schwyz,appartement,optimistic,2028,0.28779292601354967
Schwyz,appartement,optimistic,2029,0.2950005348798258
Schwyz,appartement,optimistic,2030,0.30238865417868555
Schwyz,appartement,optimistic,2031,0.30996180469044265
Schwyz,appartement,optimistic,2032,0.31772462041576244
Schwyz,appartement,optimistic,2033,0.3256818514112006
Schwyz,appartement,optimistic,2034,0.33383836669575645
Schwyz,appartement,optimistic,2035,0.3421991572302194
Schwyz,appartement,optimistic,2036,0.35076933897113055
Schwyz,appartement,optimistic,2037,0.35955415600123053
Schwyz,appartement,optimistic,2038,0.3685589837383059
Schwyz,appartement,optimistic,2039,0.37778933222440053
Schwyz,appartement,optimistic,2040,0.387250849497403
Schwyz,appartement,optimistic,2041,0.39694932504707314
Schwyz,appartement,optimistic,2042,0.40689069335762323
Schwyz,appartement,optimistic,2043,0.4170810375390211
Schwyz,appartement,optimistic,2044,0.4275265930492366
Schwyz,appartement,optimistic,2045,0.43823375150971045
Schwyz,appartement,optimistic,2046,0.4492090646163784
Schwyz,appartement,optimistic,2047,0.4604592481486455
Schwyz,appartement,optimistic,2048,0.47199118607876245
Schwyz,appartement,optimistic,2049,0.4838119347841191
Schwyz,appartement,optimistic,2050,0.4959287273650321
Schwyz,appartement,optimistic,2051,0.5083489780706694
Solothurn,appartement,optimistic,2026,0.2820256913029117
Solothurn,appartement,optimistic,2027,0.28908886308169546
Solothurn,appartement,optimistic,2028,0.29632892794899945
Solothurn,appartement,optimistic,2029,0.3037503160908287
Solothurn,appartement,optimistic,2030,0.31135756864465747
Solothurn,appartement,optimistic,2031,0.3191553404781449
Solothurn,appartement,optimistic,2032,0.32714840303744264
Solothurn,appartement,optimistic,2033,0.33534164726683596
Solothurn,appartement,optimistic,2034,0.34374008660150634
Solothurn,appartement,optimistic,2035,0.35234886003524557
Solothurn,appartement,optimistic,2036,0.3611732352649993
Solothurn,appartement,optimistic,2037,0.3702186119141636
Solothurn,appartement,optimistic,2038,0.3794905248366075
Solothurn,appartement,optimistic,2039,0.3889946475034423
Solothurn,appartement,optimistic,2040,0.39873679547461155
Solothurn,appartement,optimistic,2041,0.40872292995742376
Solothurn,appartement,optimistic,2042,0.4189591614542076
Solothurn,appartement,optimistic,2043,0.42945175350131987
Solothurn,appartement,optimistic,2044,0.4402071265017952
Solothurn,appartement,optimistic,2045,0.45123186165398194
Solothurn,appartement,optimistic,2046,0.4625327049785687
Solothurn,appartement,optimistic,2047,0.4741165714464653
Solothurn,appartement,optimistic,2048,0.48599054921006424
Solothurn,appartement,optimistic,2049,0.49816190394047183
Solothurn,appartement,optimistic,2050,0.5106380832733624
Solothurn,appartement,optimistic,2051,0.5234267213661764
St Gallen,appartement,optimistic,2026,0.264623395
St Gallen,appartement,optimistic,2027,0.2712507362430446
St Gallen,appartement,optimistic,2028,0.2780440554486641
St Gallen,appartement,optimistic,2029,0.2850075094397911
St Gallen,appartement,optimistic,2030,0.29214535914460554
St Gallen,appartement,optimistic,2031,0.2994619722037915
St Gallen,appartement,optimistic,2032,0.30696182564309027
St Gallen,appartement,optimistic,2033,0.31464950861278657
St Gallen,appartement,optimistic,2034,0.3225297251958035
St Gallen,appartement,optimistic,2035,0.3306072972861245
St Gallen,appartement,optimistic,2036,0.33888716753930387
St Gallen,appartement,optimistic,2037,0.3473744023968712
St Gallen,appartement,optimistic,2038,0.3560741951864798
St Gallen,appartement,optimistic,2039,0.36499186929969746
St Gallen,appartement,optimistic,2040,0.3741328814493822
St Gallen,appartement,optimistic,2041,0.38350282500863786
St Gallen,appartement,optimistic,2042,0.39310743343339133
St Gallen,appartement,optimistic,2043,0.4029525837706868
St Gallen,appartement,optimistic,2044,0.41304430025484296
St Gallen,appartement,optimistic,2045,0.4233887579936737
St Gallen,appartement,optimistic,2046,0.43399228674702867
St Gallen,appartement,optimistic,2047,0.4448613747999645
St Gallen,appartement,optimistic,2048,0.4560026729329181
St Gallen,appartement,optimistic,2049,0.46742299849130986
St Gallen,appartement,optimistic,2050,0.47912933955706877
St Gallen,appartement,optimistic,2051,0.49112885922462984
Thurgau,appartement,optimistic,2026,0.2763036
Thurgau,appartement,optimistic,2027,0.28322346528206127
Thurgau,appartement,optimistic,2028,0.29031663462357704
Thurgau,appartement,optimistic,2029,0.29758744832537676
Thurgau,appartement,optimistic,2030,0.3050403553886361
Thurgau,appartement,optimistic,2031,0.31267991623721525
Thurgau,appartement,optimistic,2032,0.3205108055081757
Thurgau,appartement,optimistic,2033,0.32853781491218464
Thurgau,appartement,optimistic,2034,0.3367658561655563
Thurgau,appartement,optimistic,2035,0.3451999639957246
Thurgau,appartement,optimistic,2036,0.353845299221986
Thurgau,appartement,optimistic,2037,0.36270715191339803
Thurgau,appartement,optimistic,2038,0.3717909446257654
Thurgau,appartement,optimistic,2039,0.3811022357196947
Thurgau,appartement,optimistic,2040,0.39064672276174794
Thurgau,appartement,optimistic,2041,0.4004302460107757
Thurgau,appartement,optimistic,2042,0.41045879199156365
Thurgau,appartement,optimistic,2043,0.42073849715797934
Thurgau,appartement,optimistic,2044,0.43127565164785986
Thurgau,appartement,optimistic,2045,0.4420767031319389
Thurgau,appartement,optimistic,2046,0.453148260759168
Thurgau,appartement,optimistic,2047,0.4644970992008453
Thurgau,appartement,optimistic,2048,0.4761301627960287
Thurgau,appartement,optimistic,2049,0.48805456980076717
Thurgau,appartement,optimistic,2050,0.500277616743752
Thurgau,appartement,optimistic,2051,0.5128067828910533
Ticino,appartement,optimistic,2026,0.283189894863271
