Canton,Consumption profiles of typical households,Period,Product,Total excl. VAT (Rp./kWH),Grid usage (Rp./kWH),Energy supply costs (Rp./kWH),Community fees (Rp./kWH),Feed-in remuneration at cost (KEV) (Rp./kWH),Metering rate (Rp./kWH),Tariff for metering in CHF per year
Schwyz,H2,2026,Standard product,29.992,10.851,12.911,0.81,2.3,3.12,78
Schwyz,H2,2013,Standard product,20.56,11.227,8.776,0.55,0.45,-,-
Glarus,H2,2011,Standard product,20.8,12.35,7.9,0.1,0.45,-,-
Basel Landschaft,H2,2014,Standard product,21.889,10.687,9.912,0.69,0.6,-,-
Ticino,H2,2018,Standard product,20.634,8.88,7.55,2.15,2.3,-,-
Zug,H2,2025,Standard product,30.103,14.153,13.65,0,2.3,-,-
Ticino,H2,2012,Standard product,22.428,10.388,9.4,2,0.45,-,-
Solothurn,H2,2013,Standard product,22.8655,12.015,9.8355,1,0.45,-,-
Appenzell Ausserrhoden,H2,2019,Standard product,20.552,10.892,7.36,0,2.3,-,-
Appenzell Ausserrhoden,H2,2021,Standard product,22.187,11.527,8.36,0,2.3,-,-
Zug,H2,2020,Standard product,23.852,12.461,8.601,0.49,2.3,-,-
Appenzell Ausserrhoden,H2,2026,Standard product,32.303,13.26,13.935,0,2.3,2.808,70.2
Zug,H2,2014,Standard product,21.111,11.662,8.569,0.28,0.6,-,-
Appenzell Ausserrhoden,H2,2012,Standard product,19.728,11.789,7.49,0,0.45,-,-
Zug,H2,2013,Standard product,21.079,10.264,9.484,0.235,0.45,-,-
Solothurn,H2,2021,Standard product,24.54,11.62,7.969,1,2.3,-,-
Ticino,H2,2017,Standard product,20.515,8.96,7.2,2,1.5,-,-
Ticino,H2,2025,Standard product,29.211,12.98,12.101,2.23,2.3,-,-
Ticino,H2,2016,Standard product,21.38,9.71,7.9,2.04,1.3,-,-
Solothurn,H2,2026,Standard product,32.565,13.29,13.732,1,2.3,2.688,67.2
Ticino,H2,2022,Standard product,22.436,10.22,8.35,2.19,2.3,-,-
Appenzell Ausserrhoden,H2,2017,Standard product,18.52,11.39,5.63,0,1.5,-,-
Solothurn,H2,2016,Standard product,22.205,12.37,7.814,1,1.3,-,-
Appenzell Ausserrhoden,H2,2018,Standard product,19.743,11.003,6.44,0,2.3,-,-
Zug,H2,2011,Standard product,23.065,13.1595,9.1755,0.28,0.45,-,-
Appenzell Ausserrhoden,H2,2022,Standard product,22.532,11.973,8.26,0,2.3,-,-
Solothurn,H2,2014,Standard product,22.878,12.554,8.657,1,0.6,-,-
Appenzell Ausserrhoden,H2,2020,Standard product,21.043,10.774,7.97,0,2.3,-,-
Thurgau,H2,2012,Standard product,21.184,12.625,7.975,0.28,0.45,-,-
Zug,H2,2016,Standard product,19.2785,10.339,7.315,0.235,1.3,-,-
Ticino,H2,2015,Standard product,21.22,9.5,8.05,1.96,1.1,-,-
Ticino,H2,2026,Standard product,28.911,11.43,11.282,2.22,2.3,2.4,60
Zug,H2,2019,Standard product,21.592,11.691,7.111,0.49,2.3,-,-
Basel Stadt,H2,2013,Standard product,22.722,7.577,7.874,6.82,0.45,-,-
Jura,H2,2020,Standard product,28.96,14.38,10.78,1.5,2.3,-,-
Basel Stadt,H2,2016,Standard product,25.838,9.161,8.123,7.254,1.3,-,-
Jura,H2,2025,Standard product,31.52,15.44,12.08,1.7,2.3,-,-
Basel Stadt,H2,2020,Standard product,27.525,9.858,7.923,7.443,2.3,-,-
Bern,H2,2011,Standard product,25.822,14.008,9.865,1.5,0.45,-,-
Basel Stadt,H2,2024,Standard product,33.888,13.233,10.868,7.486,2.3,-,-
Bern,H2,2025,Standard product,31.63,15.44,13.37,1.5,2.3,-,-
Basel Stadt,H2,2012,Standard product,23.026,8.262,7.874,6.44,0.45,-,-
Lucerne,H2,2021,Standard product,17.687,7.611,7.015,0.761,2.3,-,-
Basel Stadt,H2,2023,Standard product,31.639,11.47,10.357,7.511,2.3,-,-
Basel Stadt,H2,2019,Standard product,27.708,9.938,7.923,7.546,2.3,-,-
Basel Stadt,H2,2022,Standard product,28.32,10.637,7.923,7.46,2.3,-,-
Basel Stadt,H2,2025,Standard product,33.768,13.113,10.868,7.486,2.3,-,-
Jura,H2,2022,Standard product,27.92,13.34,10.78,1.5,2.3,-,-
Solothurn,H2,2025,Standard product,34.33,15.105,15.37,1,2.3,-,-
Appenzell Ausserrhoden,H2,2015,Standard product,19.233,11.154,6.98,0,1.1,-,-
Ticino,H2,2013,Standard product,21.968,9.55,9.6,2,0.45,-,-
Solothurn,H2,2019,Standard product,23.966,11.7,7.838,1,2.3,-,-
Zug,H2,2012,Standard product,21.686,10.67,9.354,0.235,0.45,-,-
Zug,H2,2024,Standard product,41.97,14.09,25.09,0.49,2.3,-,-
Ticino,H2,2023,Standard product,29.33,10.93,12.65,2.13,2.3,-,-
Appenzell Ausserrhoden,H2,2014,Standard product,18.764,11.185,6.98,0,0.6,-,-
Appenzell Ausserrhoden,H2,2011,Standard product,22.041,14.192,6.8,0.6,0.45,-,-
Basel Stadt,H2,2011,Standard product,22.995,8.531,7.874,6.14,0.45,-,-
Solothurn,H2,2018,Standard product,23.718,12.01,7.3225,1,2.3,-,-
Ticino,H2,2011,Standard product,21.33,10.692,9.32,2,0.45,-,-
Appenzell Ausserrhoden,H2,2016,Standard product,18.859,11.509,6.05,0,1.3,-,-
Appenzell Ausserrhoden,H2,2024,Standard product,34.337,14.429,17.608,0,2.3,-,-
Bern,H2,2021,Standard product,26.689,14.38,9.02,1.5,2.3,-,-
Uri,H2,2013,Standard product,26.374,15.51,8.816,1.598,0.45,-,-
Jura,H2,2023,Standard product,28.22,13.64,10.78,1.5,2.3,-,-
Lucerne,H2,2016,Standard product,20.966,10.082,8.462,1.008,1.3,-,-
Bern,H2,2015,Standard product,25.2475,13.287,9.85,1.5,1.1,-,-
Fribourg,H2,2020,Standard product,23.341,11.633,9.408,0,2.3,-,-
Fribourg,H2,2024,Standard product,34.591,14.383,17.908,0,2.3,-,-
Bern,H2,2024,Standard product,32.99,16.61,12.58,1.5,2.3,-,-
Uri,H2,2015,Standard product,27.176,15.74,8.716,1.62,1.1,-,-
Lucerne,H2,2011,Standard product,25.421,12.053,11.713,1.205,0.45,-,-
Bern,H2,2020,Standard product,26.572,14.38,9.02,1.5,2.3,-,-
Uri,H2,2026,Standard product,28.714,11.66,10.875,1,2.3,2.88,72
Jura,H2,2015,Standard product,26.279,13.287,10.392,1.5,1.1,-,-
Uri,H2,2021,Standard product,25.13,14.55,7.28,1,2.3,-,-
Uri,H2,2020,Standard product,25.62,14.55,7.77,1,2.3,-,-
Appenzell Innerrhoden,H2,2021,Standard product,20.531,10.75,7.481,0,2.3,-,-
Neuchâtel,H2,2013,Standard product,25.13,12.12,10.66,1.9,0.45,-,-
Aargau,H2,2017,Standard product,19.509,11.639,5.751,0.674,1.5,-,-
Neuchâtel,H2,2014,Standard product,23.726,13.01,9.6,1.56,0.6,-,-
Neuchâtel,H2,2015,Standard product,24.246,13.22,9.008,1.56,1.1,-,-
Neuchâtel,H2,2019,Standard product,24.077,11.508,8.86,1.5,2.3,-,-
Appenzell Innerrhoden,H2,2025,Standard product,30.889,13.823,14.766,0,2.3,-,-
Bern,H2,2022,Standard product,26.495,13.34,9.443,1.5,2.3,-,-
Jura,H2,2013,Standard product,23.808,12.044,9.814,1.5,0.45,-,-
Fribourg,H2,2021,Standard product,23.341,11.633,9.408,0,2.3,-,-
Bern,H2,2017,Standard product,25.02,14.4755,8.499,1.5,1.5,-,-
Uri,H2,2024,Standard product,34.402,16.42,14.682,1,2.3,-,-
Aargau,H2,2011,Standard product,20.228,11.148,8.007,0.623,0.45,-,-
Jura,H2,2011,Standard product,25.822,14.008,9.865,1.5,0.45,-,-
Fribourg,H2,2025,Standard product,31.091,13.883,14.908,0,2.3,-,-
Uri,H2,2022,Standard product,25.13,14.55,7.28,1,2.3,-,-
Lucerne,H2,2013,Standard product,20.113,9.482,9.067,1.05,0.45,-,-
Lucerne,H2,2019,Standard product,20.339,8.428,8.768,0.843,2.3,-,-
Uri,H2,2016,Standard product,25.554,14.69,8.054,1.51,1.3,-,-
Neuchâtel,H2,2016,Standard product,23.894,13.13,9.008,1.56,1.3,-,-
Lucerne,H2,2014,Standard product,20.26,10.08,8.467,1.088,0.6,-,-
Lucerne,H2,2020,Standard product,13.597,7.611,2.925,0.761,2.3,-,-
Fribourg,H2,2022,Standard product,23.341,11.633,9.408,0,2.3,-,-
Fribourg,H2,2026,Standard product,29.595,9.606,14.714,0,2.3,2.976,74.4
Bern,H2,2014,Standard product,24.88,13.218,9.939,1.5,0.6,-,-
Uri,H2,2017,Standard product,24.24,13.68,7.65,1.41,1.5,-,-
Lucerne,H2,2012,Standard product,24.629,12.193,10.767,1.219,0.45,-,-
Uri,H2,2018,Standard product,26.01,14.56,8.15,1,2.3,-,-
Uri,H2,2025,Standard product,33.256,15.337,14.618,1,2.3,-,-
Uri,H2,2023,Standard product,32.912,14.93,14.682,1,2.3,-,-
Neuchâtel,H2,2012,Standard product,26.481,12.63,10.931,1.9,0.45,-,-
Neuchâtel,H2,2018,Standard product,24.33,11.99,8.34,1.7,2.3,-,-
Neuchâtel,H2,2022,Standard product,25.19,12.97,9.05,1.6,2.3,-,-
Bern,H2,2013,Standard product,23.808,12.044,9.814,1.5,0.45,-,-
Uri,H2,2011,Standard product,25.88,15.647,8.443,1.34,0.45,-,-
Lucerne,H2,2015,Standard product,20.919,10.082,8.614,1.008,1.1,-,-
Aargau,H2,2025,Standard product,32.143,14.079,15.07,0.75,2.3,-,-
Fribourg,H2,2017,Standard product,21.936,11.426,9.01,0,1.5,-,-
Aargau,H2,2026,Standard product,30.266,13.51,11.608,0.75,2.3,2.4,60
Neuchâtel,H2,2023,Standard product,34.86,14.793,16.01,1.6,2.3,-,-
Fribourg,H2,2019,Standard product,22.237,10.529,9.408,0,2.3,-,-
Fribourg,H2,2016,Standard product,22.334,12.026,9.008,0,1.3,-,-
Fribourg,H2,2018,Standard product,22.705,10.997,9.408,0,2.3,-,-
Basel Landschaft,H2,2013,Standard product,22.554,11.226,10.288,0.59,0.45,-,-
Glarus,H2,2026,Standard product,32.01,15.43,10.4,0.3,2.3,2.88,72
Fribourg,H2,2012,Standard product,21.631,12.186,8.996,0,0.45,-,-
Neuchâtel,H2,2017,Standard product,23.496,12.27,8.78,1.56,1.5,-,-
Schwyz,H2,2014,Standard product,20.178,11.927,7.482,0.55,0.6,-,-
Schwyz,H2,2024,Standard product,36.056,14.492,19.038,0.81,2.3,-,-
Basel Landschaft,H2,2018,Standard product,23.507,11.127,9.279,0.8,2.3,-,-
Basel Landschaft,H2,2022,Standard product,23.229,12.066,8.263,0.6,2.3,-,-
Neuchâtel,H2,2011,Standard product,27.48,13.53,10.34,1.56,0.45,-,-
Neuchâtel,H2,2021,Standard product,23.156,11.96,7.396,1.5,2.3,-,-
Fribourg,H2,2014,Standard product,22.166,12.558,9.008,0,0.6,-,-
Neuchâtel,H2,2024,Standard product,39.454,15.8415,19.7125,1.6,2.3,-,-
Aargau,H2,2020,Standard product,21.87,11.357,7.549,0.672,2.3,-,-
Fribourg,H2,2023,Standard product,27.541,12.133,13.108,0,2.3,-,-
Aargau,H2,2016,Standard product,20.032,11.989,6.051,0.692,1.3,-,-
Bern,H2,2023,Standard product,28.22,13.64,10.78,1.5,2.3,-,-
Glarus,H2,2020,Standard product,24.333,13.838,7.3,0.3,2.3,-,-
Glarus,H2,2025,Standard product,32.161,16.661,12.2,0.3,2.3,-,-
Basel Landschaft,H2,2016,Standard product,21.682,11.191,8.392,0.798,1.3,-,-
Schwyz,H2,2022,Standard product,22.051,11.169,7.925,0.81,2.3,-,-
Glarus,H2,2021,Standard product,23.732,13.648,6.85,0.3,2.3,-,-
Schwyz,H2,2012,Standard product,19.985,11.8295,8.516,0.6,0.45,-,-
Basel Landschaft,H2,2024,Standard product,34.595,16.11,15.554,0.631,2.3,-,-
Glarus,H2,2013,Standard product,21.06,12.183,7.452,0.1,0.45,-,-
Basel Landschaft,H2,2012,Standard product,22.938,11.701,10.188,0.6,0.45,-,-
Glarus,H2,2019,Standard product,24.755,14.26,6.9,0.3,2.3,-,-
Glarus,H2,2017,Standard product,22.0865,14.6755,5.9115,0.3,1.5,-,-
Schwyz,H2,2018,Standard product,22.194,11.4,6.14,0.7,2.3,-,-
Glarus,H2,2023,Standard product,29.254,15.451,11.79,0.3,2.3,-,-
Appenzell Innerrhoden,H2,2011,Standard product,22.017,14.748,6.819,0,0.45,-,-
St Gallen,H2,2012,Standard product,21.814,11.99,7.8635,0.576,0.45,-,-
Thurgau,H2,2021,Standard product,22.135,11.951,7.269,0.3,2.3,-,-
Aargau,H2,2013,Standard product,20.299,10.688,8.475,0.623,0.45,-,-
Appenzell Innerrhoden,H2,2020,Standard product,20.531,10.75,7.481,0,2.3,-,-
St Gallen,H2,2017,Standard product,20.491,12.117,5.63,0.6,1.5,-,-
Appenzell Innerrhoden,H2,2026,Standard product,30.322,13.09,12.1,0,2.3,2.832,70.8
St Gallen,H2,2023,Standard product,30.049,12.11,14.55,0.7,2.3,-,-
Aargau,H2,2022,Standard product,22.316,11.54,7.759,0.68,2.3,-,-
Appenzell Innerrhoden,H2,2024,Standard product,31.583,13.517,15.766,0,2.3,-,-
St Gallen,H2,2011,Standard product,21.986,13.688,7.4676,0.6,0.45,-,-
St Gallen,H2,2025,Standard product,32.886,13.937,15.1725,0.62,2.3,-,-
Appenzell Innerrhoden,H2,2014,Standard product,20.149,12.269,7.281,0,0.6,-,-
Appenzell Innerrhoden,H2,2023,Standard product,28.546,11.727,14.519,0,2.3,-,-
Appenzell Innerrhoden,H2,2012,Standard product,21.539,13.608,7.481,0,0.45,-,-
Aargau,H2,2021,Standard product,21.364,11.117,7.29,0.657,2.3,-,-
St Gallen,H2,2015,Standard product,21.897,13.003,7.043,0.6,1.1,-,-
Neuchâtel,H2,2020,Standard product,24.941,11.633,9.35,1.6,2.3,-,-
Fribourg,H2,2013,Standard product,21.392,11.934,9.008,0,0.45,-,-
St Gallen,H2,2026,Standard product,33.009,13.23,13,0.7,2.3,3.12,78
St Gallen,H2,2022,Standard product,22.577,11.9435,7.874,0.6,2.3,-,-
Neuchâtel,H2,2025,Standard product,35.3005,15.3315,16,1.6,2.3,-,-
Fribourg,H2,2011,Standard product,22.852,13.164,9.238,0,0.45,-,-
St Gallen,H2,2021,Standard product,21.785,11.372,7.3565,0.6,2.3,-,-
Thurgau,H2,2025,Standard product,33.8,15.66,15.411,0.2,2.3,-,-
Appenzell Innerrhoden,H2,2015,Standard product,19.587,11.469,7.019,0,1.1,-,-
Fribourg,H2,2015,Standard product,22.686,12.578,9.008,0,1.1,-,-
St Gallen,H2,2016,Standard product,21.507,13.2,6.249,0.6,1.3,-,-
Neuchâtel,H2,2026,Standard product,31.473,11.323,14.5205,1.6,1.15,2.88,72
St Gallen,H6,2012,Standard product,13.516,5.917,6.782,0.5,0.45,-,-
Solothurn,H6,2022,Standard product,17.338666666666665,6.323,7.599,0.6,2.3,-,-
Lucerne,H6,2022,Standard product,16.597,6.272,7.395,0.63,2.3,-,-
Aargau,H6,2021,Standard product,15.059,5.765,6.716,0.5,2.3,-,-
St Gallen,H6,2021,Standard product,16.343,6.135,6.63,0.6,2.3,-,-
Zug,H6,2018,Standard product,13.593,5.627,5.176,0.49,2.3,-,-
St Gallen,H6,2015,Standard product,14.409,6.791,6.194,0.6,1.1,-,-
Zug,H6,2020,Standard product,15.821,6.206,6.825,0.49,2.3,-,-
Grisons,H6,2014,Standard product,14.78,5.903,6.965,1,0.6,-,-
Geneva,H6,2025,Standard product,20.323,8.438,8.501,1.084,2.3,-,-
St Gallen,H6,2024,Standard product,28.316,9.615,15.503,0.6,2.3,-,-
Geneva,H6,2026,Standard product,19.149,7.701,7.871,0.956,2.3,0.322,80.4
Zug,H6,2023,Standard product,31.175,11.078,17.306,0.49,2.3,-,-
Grisons,H6,2024,Standard product,25.276,11.083,11,1,2.3,-,-
Schwyz,H6,2024,Standard product,30.126,9.626,17.681,0.81,2.3,-,-
Bern,H6,2017,Standard product,15.54,6.366,6.8,0.73,1.5,-,-
Bern,H6,2022,Standard product,17.396,5.661,8.4,0.65,2.3,-,-
Grisons,H6,2022,Standard product,18.386,7.439,7.4,1,2.3,-,-
Bern,H6,2021,Standard product,17.588,5.848,8.1,0.73,2.3,-,-
Solothurn,H6,2025,Standard product,27.655,9.217,14.412,1,2.3,-,-
Bern,H6,2020,Standard product,17.588,5.848,7.719,0.73,2.3,-,-
Lucerne,H6,2016,Standard product,13.0275,5.455,5.617,0.545,1.3,-,-
Geneva,H6,2024,Standard product,23.323,9.514,10.413,1.097,2.3,-,-
Zug,H6,2012,Standard product,12.832,4.803,7.579,0.235,0.45,-,-
Aargau,H6,2015,Standard product,12.925,5.675,5.81,0.4,1.1,-,-
St Gallen,H6,2017,Standard product,13.629,6.544,4.948,0.6,1.5,-,-
St Gallen,H6,2016,Standard product,14.511,6.823,5.3405,0.6,1.3,-,-
Zug,H6,2024,Standard product,36.129,8.249,25.09,0.49,2.3,-,-
Zug,H6,2025,Standard product,26.295,10.345,13.65,0,2.3,-,-
Schwyz,H6,2015,Standard product,13.816,5.89,6.253,0.47,1.1,-,-
Geneva,H6,2022,Standard product,16.018,6.279,6.61,0.83,2.3,-,-
Geneva,H6,2018,Standard product,16.508,6.445,6.847,0.916,2.3,-,-
Geneva,H6,2015,Standard product,16.209,6.768,7.285,1.056,1.1,-,-
Schwyz,H6,2016,Standard product,13.845,5.99,5.845,0.66,1.3,-,-
Solothurn,H6,2021,Standard product,16.763,6.381,6.908,1,2.3,-,-
Schwyz,H6,2020,Standard product,15.88,6.049,6.824,0.7,2.3,-,-
Lucerne,H6,2019,Standard product,15.03,5.371,6.822,0.537,2.3,-,-
Schwyz,H6,2017,Standard product,14.308,6.1685,5.176,0.7,1.5,-,-
Schwyz,H6,2026,Standard product,23.471,9.73,11.305,0.81,2.3,0.312,78
Schwyz,H6,2013,Standard product,13.516,5.19,7.33,0.55,0.45,-,-
Zurich,H6,2016,Standard product,12.146,5.1275,5.705,0.175,1.3,-,-
Zurich,H6,2026,Standard product,23.215,8.23,12.285,0.16,2.3,0.24,60
Schwyz,H6,2023,Standard product,28.636,6.854,14.917,0.81,2.3,-,-
Geneva,H6,2017,Standard product,15.687,6.501,6.672,1.014,1.5,-,-
Zurich,H6,2013,Standard product,11.997,4.129,7.3995,0.15,0.45,-,-
Schwyz,H6,2021,Standard product,15.48,5.749,6.463,0.81,2.3,-,-
Solothurn,H6,2011,Standard product,14.267,5.028,7.373,1,0.45,-,-
Schwyz,H6,2012,Standard product,13.581,4.917,6.6723333333333334,0.6,0.45,-,-
St Gallen,H6,2020,Standard product,15.88175,5.82,6.866,0.6,2.3,-,-
Grisons,H6,2017,Standard product,15.94,7.369,6.217,1,1.5,-,-
Geneva,H6,2016,Standard product,16.409,6.768,7.285,1.056,1.3,-,-
Solothurn,H6,2023,Standard product,26.228,8.313,14.667,1,2.3,-,-
St Gallen,H6,2018,Standard product,14.457,5.898,5.429,0.6,2.3,-,-
Aargau,H6,2025,Standard product,25.288,9.027,14.239,0.5,2.3,-,-
Zurich,H6,2012,Standard product,11.937,4.345,7.102,0.15,0.45,-,-
Schwyz,H6,2011,Standard product,13.69,5.617,6.387,0.5,0.45,-,-
St Gallen,H6,2025,Standard product,26.113,9.271,14.438333333333333,0.62,2.3,-,-
Solothurn,H6,2013,Standard product,13.417,4.499,7.356,1,0.45,-,-
Bern,H6,2016,Standard product,15.993,6.416,7.017,1.26,1.3,-,-
Lucerne,H6,2014,Standard product,12.076,5.455,5.372,0.546,0.6,-,-
Grisons,H6,2012,Standard product,14.559,5.698,7.821,0.8,0.45,-,-
Zurich,H6,2014,Standard product,11.936,4.78,6.4325,0.15,0.6,-,-
Aargau,H6,2014,Standard product,12.898,5.621,6.379,0.4,0.6,-,-
Lucerne,H6,2026,Standard product,23.559,8.17,12,0.842,2.3,0.247,61.8
Solothurn,H6,2018,Standard product,16.504,6.104,5.713,1,2.3,-,-
Lucerne,H6,2015,Standard product,12.8195,5.455,5.645,0.545,1.1,-,-
St Gallen,H6,2011,Standard product,13.9175,6.099,6.3135,0.55,0.45,-,-
Aargau,H6,2012,Standard product,12.224,4.855,6.655,0.4,0.45,-,-
Lucerne,H6,2013,Standard product,11.7755,4.855,5.972,0.485,0.45,-,-
St Gallen,H6,2013,Standard product,14.185,6.046,7.1805,0.62,0.45,-,-
Bern,H6,2014,Standard product,15.335,5.458,7.698,1.26,0.6,-,-
Lucerne,H6,2018,Standard product,15.218,5.455,6.917,0.545,2.3,-,-
Bern,H6,2015,Standard product,15.847,5.47,7.677,1.26,1.1,-,-
Zug,H6,2021,Standard product,16.01,6.225,6.995,0.49,2.3,-,-
Zug,H6,2017,Standard product,12.411,5.039,5.5465,0.235,1.5,-,-
Lucerne,H6,2024,Standard product,25.116,7.922,13.981,0.912,2.3,-,-
Grisons,H6,2011,Standard product,13.9055,6.081,6.623,0.8,0.45,-,-
Zurich,H6,2022,Standard product,14.539,5.198,6.391,0.16,2.3,-,-
St Gallen,H6,2022,Standard product,17.592,6.558,7.488,0.6,2.3,-,-
Zurich,H6,2011,Standard product,11.535,4.418,6.681,0,0.45,-,-
Bern,H6,2025,Standard product,23.76,7.3495,11.992,1.2,2.3,-,-
Aargau,H6,2018,Standard product,13.544,5.437,5.207,0.5,2.3,-,-
Bern,H6,2011,Standard product,14.32,5.345,7.265,1.26,0.45,-,-
Zurich,H6,2017,Standard product,11.6195,4.854,5.349,0.18,1.5,-,-
Aargau,H6,2022,Standard product,15.957,6.202,7.066,0.5,2.3,-,-
Grisons,H6,2019,Standard product,17.667,6.98,7.4,1,2.3,-,-
Lucerne,H6,2017,Standard product,13.12,5.455,5.62,0.545,1.5,-,-
Zurich,H6,2025,Standard product,25.321,8.22,14.641,0.16,2.3,-,-
Solothurn,H6,2016,Standard product,13.983,6.255,5.952,1,1.3,-,-
Zurich,H6,2020,Standard product,13.9625,4.833,6.467,0.1735,2.3,-,-
Zurich,H6,2024,Standard product,29.315,9.09,17.765,0.16,2.3,-,-
St Gallen,H6,2019,Standard product,15.201,5.713,6.259,0.6,2.3,-,-
Bern,H6,2023,Standard product,18.605,5.961,9.25,0.726,2.3,-,-
Lucerne,H6,2011,Standard product,12.85,4.951,6.954,0.495,0.45,-,-
Lucerne,H6,2021,Standard product,13.598,5.309,5.458,0.531,2.3,-,-
Grisons,H6,2018,Standard product,16.954,7.486,6.113,1,2.3,-,-
Lucerne,H6,2025,Standard product,20.004,8.354,8.5,0.835,2.3,-,-
Zug,H6,2016,Standard product,12.072,5.1505,5.9325,0.235,1.3,-,-
Solothurn,H6,2024,Standard product,28.155,9.958,15.113,1,2.3,-,-
Lucerne,H6,2023,Standard product,24.755,6.872,14.895,0.687,2.3,-,-
St Gallen,H6,2026,Standard product,25.545,9.337,12.8,0.7,2.3,0.312,78
Geneva,H6,2013,Standard product,13.816,5.261,7.285,0.821,0.45,-,-
Bern,H6,2024,Standard product,25.31,8.255,12.1,1.2,2.3,-,-
Solothurn,H6,2019,Standard product,17.093,6.406,6.418,1,2.3,-,-
Solothurn,H6,2012,Standard product,14.09,4.751,7.373,1,0.45,-,-
Aargau,H6,2026,Standard product,24.61,10.118,11.4,0.576,2.3,0.24,60
Aargau,H6,2011,Standard product,12.534,5.165,6.655,0.4,0.45,-,-
Lucerne,H6,2012,Standard product,12.69,5.091,6.64,0.509,0.45,-,-
Bern,H6,2018,Standard product,18.012,6.215,7.319,0.73,2.3,-,-
Bern,H6,2012,Standard product,13.978,5.003,7.265,1.26,0.45,-,-
Zurich,H6,2021,Standard product,14.066,5.045,6.463,0.1735,2.3,-,-
Solothurn,H6,2014,Standard product,13.461,5.114,6.647,1,0.6,-,-
Zug,H6,2014,Standard product,13.1885,5.458,6.8505,0.28,0.6,-,-
Geneva,H6,2019,Standard product,16.508,6.445,6.847,0.916,2.3,-,-
Geneva,H6,2011,Standard product,14.526,5.441,7.786,0.849,0.45,-,-
Lucerne,H6,2020,Standard product,10.412,5.309,2.272,0.531,2.3,-,-
Schaffhausen,H2,2012,Standard product,21.883,11.38,9.6855,0,0.45,-,-
Schaffhausen,H2,2024,Standard product,32.217,17.557,12.36,0,2.3,-,-
Zug,H2,2015,Standard product,20.3905,10.781,8.184,0.325,1.1,-,-
Solothurn,H2,2017,Standard product,22.325,12.19,7.535,1,1.5,-,-
Valais,H2,2014,Standard product,19.26,9.54,8.2,0.92,0.6,-,-
Aargau,H2,2024,Standard product,37.029,14.978,18.925,0.75,2.3,-,-
Schaffhausen,H2,2018,Standard product,22.605,13.989,6.316,0,2.3,-,-
Solothurn,H2,2011,Standard product,25.33,14.954,9.838,1,0.45,-,-
Schaffhausen,H2,2020,Standard product,23.086,13.617,7.169,0,2.3,-,-
Schaffhausen,H2,2013,Standard product,23.071,13.756,8.865,0,0.45,-,-
Ticino,H2,2021,Standard product,22.215,10.38,7.8,2.25,2.3,-,-
Schaffhausen,H2,2021,Standard product,21.127,12.398,6.429,0,2.3,-,-
Valais,H2,2023,Standard product,31.77,10.95,17,1.075,2.3,-,-
Solothurn,H2,2024,Standard product,34.819,15.879,16.51,1,2.3,-,-
Valais,H2,2012,Standard product,20.723,9.04,10.6,0.887,0.45,-,-
Thurgau,H2,2011,Standard product,21.11,12.508,7.928,0.25,0.45,-,-
Solothurn,H2,2022,Standard product,24.657,12.833,8.263,0.65,2.3,-,-
St Gallen,H2,2020,Standard product,21.899,11.0945,7.5,0.6,2.3,-,-
Solothurn,H2,2023,Standard product,31.362,13.468,15.355,1,2.3,-,-
Aargau,H2,2015,Standard product,20.472,11.827,6.836,0.679,1.1,-,-
Thurgau,H2,2019,Standard product,21.554,12.238,6.1625,0.31,2.3,-,-
Thurgau,H2,2013,Standard product,21.144,11.7,8.307,0.28,0.45,-,-
Thurgau,H2,2020,Standard product,22.515,12.55,7,0.3,2.3,-,-
Thurgau,H2,2014,Standard product,20.997,12.5905,6.981,0.245,0.6,-,-
St Gallen,H2,2019,Standard product,21.552,11.1935,7.003,0.6,2.3,-,-
Appenzell Innerrhoden,H2,2016,Standard product,18.697,11.379,6.019,0,1.3,-,-
Thurgau,H2,2024,Standard product,34.456,15.978,15.828,0.3,2.3,-,-
Thurgau,H2,2018,Standard product,21.016,12.3715,5.606,0.3,2.3,-,-
Thurgau,H2,2017,Standard product,20.387,12.387,5.5,0.3,1.5,-,-
Valais,H2,2025,Standard product,30.84,11.68,14.302,1.112,2.3,-,-
Valais,H2,2024,Standard product,34.477,12.95,17.5,1.136,2.3,-,-
Valais,H2,2017,Standard product,16.751,8.84,5.711,0.994,1.5,-,-
Valais,H2,2022,Standard product,22.2,9.882,8.886,0.97,2.3,-,-
Valais,H2,2015,Standard product,18.66,9.34,7.4,1.039,1.1,-,-
Schaffhausen,H2,2019,Standard product,22.856,13.697,6.859,0,2.3,-,-
Geneva,H2,2026,Standard product,26.572,10.011,9.783,1.261,2.3,3.216,80.4
Zug,H2,2018,Standard product,21.622,11.937,6.896,0.49,2.3,-,-
Geneva,H2,2018,Standard product,20.629,8.544,8.573,1.213,2.3,-,-
Zug,H2,2017,Standard product,18.692,10.0675,6.7995,0.235,1.5,-,-
Valais,H2,2016,Standard product,17.81,9.06,6.9,1.03,1.3,-,-
Schaffhausen,H2,2011,Standard product,22.0565,11.86,9.4455,0,0.45,-,-
Zug,H2,2021,Standard product,24.042,12.481,8.771,0.49,2.3,-,-
Schaffhausen,H2,2023,Standard product,26.486,14.578,9.609,0,2.3,-,-
Solothurn,H2,2020,Standard product,24.7,11.62,8.964,1,2.3,-,-
